ASV,kingdom,phylum,class,order,family,genus
ASV_5189,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_519,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_5190,Bacteria,Actinobacteriota,MB-A2-108,<not present>,<not present>,<not present>
ASV_5191,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,<not present>
ASV_5192,Bacteria,Firmicutes,Bacilli,Bacillales,<not present>,<not present>
ASV_5193,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,<not present>
ASV_5194,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,<not present>
ASV_5195,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
ASV_5196,Bacteria,Firmicutes,Bacilli,Kyrpidiales,Kyrpidiaceae,Kyrpidia
ASV_5197,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella
ASV_5198,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group
ASV_5199,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,<not present>
ASV_52,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,<not present>
ASV_520,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tuzzerella
ASV_5200,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,<not present>
ASV_5201,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium
ASV_5202,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Skermanella
ASV_5203,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Bryocella
ASV_5204,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] xylanophilum group
ASV_5205,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Cnuella
ASV_5206,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavitalea
ASV_5207,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,<not present>
ASV_5208,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,<not present>,<not present>
ASV_5209,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hirschia
ASV_521,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Bogoriellaceae,Bogoriella
ASV_5210,Bacteria,Firmicutes,<not present>,<not present>,<not present>,<not present>
ASV_5211,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Mogibacterium
ASV_5212,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,<not present>
ASV_5213,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter
ASV_5214,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,<not present>
ASV_5215,Bacteria,Verrucomicrobiota,Verrucomicrobiae,UA11,<not present>,<not present>
ASV_5216,Bacteria,Firmicutes,Thermacetogenia,Thermacetogeniales,Thermacetogeniaceae,Syntrophaceticus
ASV_5217,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella
ASV_5218,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,<not present>
ASV_5219,Bacteria,Firmicutes,Bacilli,RsaHf231,<not present>,<not present>
ASV_522,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV_5220,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,<not present>
ASV_5221,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,<not present>
ASV_5222,Bacteria,Firmicutes,Bacilli,<not present>,<not present>,<not present>
ASV_5223,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus
ASV_5224,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus
ASV_5225,Bacteria,Firmicutes,Symbiobacteriia,Symbiobacteriales,Symbiobacteraceae,Symbiobacterium
ASV_5226,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,<not present>
ASV_5227,Bacteria,Firmicutes,Clostridia,Clostridiales,Caloramatoraceae,Thermobrachium
ASV_5228,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Anaerococcus
ASV_5229,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora
ASV_523,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV_5230,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Stackebrandtia
ASV_5231,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,IMCC26207
ASV_5232,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Anaerocolumna
ASV_5233,Bacteria,Firmicutes,Limnochordia,MBA03,<not present>,<not present>
ASV_5234,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus
ASV_5235,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<not present>
ASV_5236,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,<not present>
ASV_5237,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,<not present>
ASV_5238,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV_5239,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aquamicrobium
ASV_524,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_5240,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,<not present>
ASV_5241,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira
ASV_5242,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,<not present>
ASV_5243,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_5244,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,<not present>
ASV_5245,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium] coprostanoligenes group,<not present>
ASV_5246,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ethanoligenenaceae,Incertae Sedis
ASV_5247,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Incertae Sedis
ASV_5248,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_5249,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia
ASV_525,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,W5053
ASV_5250,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Enterorhabdus
ASV_5251,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,<not present>,<not present>
ASV_5252,Bacteria,Firmicutes,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfitobacterium
ASV_5253,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,<not present>
ASV_5254,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia
ASV_5255,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<not present>
ASV_5256,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV_5257,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,<not present>
ASV_5258,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_5259,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus
ASV_526,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,<not present>
ASV_5260,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<not present>
ASV_5261,Bacteria,Firmicutes,Clostridia,<not present>,<not present>,<not present>
ASV_5262,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_5263,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,<not present>,<not present>
ASV_5264,Bacteria,Firmicutes,Bacilli,Alicyclobacillales,Alicyclobacillaceae,Alicyclobacillus
ASV_5265,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>
ASV_5266,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,<not present>,<not present>
ASV_5267,Bacteria,<not present>,<not present>,<not present>,<not present>,<not present>
ASV_5268,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides
ASV_5269,Bacteria,Firmicutes,Clostridia,Monoglobales,Monoglobaceae,Monoglobus
ASV_527,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium
ASV_5270,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_5271,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Turicibacter
ASV_5272,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,<not present>,<not present>
ASV_5273,Bacteria,Firmicutes,Clostridia,Clostridiales,Caloramatoraceae,Fonticella
ASV_5274,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Ruminococcus] gnavus group
ASV_5275,Bacteria,Firmicutes,Limnochordia,Hydrogenispora,<not present>,<not present>
ASV_5276,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group
ASV_5277,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,<not present>
ASV_5278,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,<not present>
ASV_5279,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_528,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
ASV_5280,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>
ASV_5281,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,OLB17
ASV_5282,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Ileibacterium
ASV_5283,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,<not present>
ASV_5284,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Turicibacter
ASV_5285,Bacteria,Firmicutes,Clostridia,<not present>,<not present>,<not present>
ASV_5286,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aquamicrobium
ASV_5287,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_5288,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,<not present>,<not present>
ASV_5289,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
ASV_529,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV_5290,Bacteria,Firmicutes,Clostridia,Clostridiales,<not present>,<not present>
ASV_5291,Bacteria,<not present>,<not present>,<not present>,<not present>,<not present>
ASV_5292,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group
ASV_5293,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_5294,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,Thermomicrobiaceae,Nitrolancea
ASV_5295,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes
ASV_5296,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,<not present>
ASV_5297,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,Fastidiosipila
ASV_5298,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_5299,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Anaerosporobacter
ASV_53,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus
ASV_530,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
ASV_5300,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,<not present>,<not present>
ASV_5301,Bacteria,Actinobacteriota,Actinobacteria,0319-7L14,<not present>,<not present>
ASV_5302,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,Anaerobacterium
ASV_5303,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,<not present>
ASV_5304,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,<not present>
ASV_5305,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,<not present>
ASV_5306,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,<not present>
ASV_5307,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia
ASV_5308,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas
ASV_5309,Bacteria,Firmicutes,Bacilli,<not present>,<not present>,<not present>
ASV_531,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,<not present>
ASV_5310,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<not present>
ASV_5311,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Spirosoma
ASV_5312,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium
ASV_5313,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>
ASV_5314,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,<not present>
ASV_5315,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Pseudogracilibacillus
ASV_5316,Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Planifilum
ASV_5317,Bacteria,Firmicutes,Clostridia,Gracilibacteraceae,<not present>,<not present>
ASV_5318,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NK4A214 group
ASV_5319,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_532,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,<not present>,<not present>
ASV_5320,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,<not present>
ASV_5321,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_5322,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium
ASV_5323,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia
ASV_5324,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,<not present>,<not present>
ASV_5325,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_5326,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,<not present>
ASV_5327,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,<not present>,<not present>
ASV_5328,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,<not present>
ASV_5329,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Sedimentibacteraceae,Sedimentibacter
ASV_533,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>
ASV_5330,Bacteria,<not present>,<not present>,<not present>,<not present>,<not present>
ASV_5331,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,<not present>
ASV_5332,Bacteria,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus
ASV_5333,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,<not present>
ASV_5334,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Stackebrandtia
ASV_5335,Bacteria,Deinococcota,Deinococci,Deinococcales,Trueperaceae,Truepera
ASV_5336,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,<not present>
ASV_5337,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexaceae,Oligoflexus
ASV_5338,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_5339,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,HN-HF0106
ASV_534,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_5340,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
ASV_5341,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV_5342,Bacteria,Firmicutes,Clostridia,<not present>,<not present>,<not present>
ASV_5343,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Ileibacterium
ASV_5344,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus
ASV_5345,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_5346,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Caproiciproducens
ASV_5347,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,<not present>
ASV_5348,Bacteria,Actinobacteriota,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter
ASV_5349,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group
ASV_535,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Terribacillus
ASV_5350,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group
ASV_5351,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,<not present>
ASV_5352,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_5353,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aminobacter
ASV_5354,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,<not present>
ASV_5355,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Turicibacter
ASV_5356,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV_5357,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,<not present>
ASV_5358,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,Citrifermentans
ASV_5359,Bacteria,Firmicutes,Clostridia,Clostridiales,<not present>,<not present>
ASV_536,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Peptoniphilus
ASV_5360,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<not present>
ASV_5361,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,<not present>
ASV_5362,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_5363,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Tepidimicrobium
ASV_5364,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Gallicola
ASV_5365,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
ASV_5366,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,<not present>,<not present>
ASV_5367,Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Shimazuella
ASV_5368,Bacteria,Firmicutes,Bacilli,RF39,<not present>,<not present>
ASV_5369,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>
ASV_537,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<not present>
ASV_5370,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Enterorhabdus
ASV_5371,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Kribbella
ASV_5372,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Ileibacterium
ASV_5373,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_5374,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,<not present>
ASV_5375,Bacteria,Firmicutes,Bacilli,Izemoplasmatales,<not present>,<not present>
ASV_5376,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Cellulosilyticum
ASV_5377,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Saccharibacillus
ASV_5378,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Ruminococcus] gnavus group
ASV_5379,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,<not present>
ASV_538,Bacteria,Firmicutes,Bacilli,RF39,<not present>,<not present>
ASV_5380,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,<not present>
ASV_5381,Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,<not present>
ASV_5382,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactovum
ASV_5383,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium] coprostanoligenes group,<not present>
ASV_5384,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter
ASV_5385,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,<not present>
ASV_5386,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Colidextribacter
ASV_5387,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Incertae Sedis
ASV_5388,Bacteria,Firmicutes,<not present>,<not present>,<not present>,<not present>
ASV_5389,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia
ASV_539,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae UCG-001
ASV_5390,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
ASV_5391,Bacteria,Firmicutes,Bacilli,RF39,<not present>,<not present>
ASV_5392,Bacteria,Firmicutes,<not present>,<not present>,<not present>,<not present>
ASV_5393,Bacteria,Firmicutes,Bacilli,Lactobacillales,<not present>,<not present>
ASV_5394,Bacteria,Firmicutes,Desulfotomaculia,Desulfotomaculales,<not present>,<not present>
ASV_5395,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group
